NaN,-14.85,-13.89,-12.08,-10.18,NaN,NaN,-6.91,-5.42,NaN,NaN,-3.25,NaN,-1.02,NaN,2,3.33,4.28,NaN,NaN,7.35,8.49,9.31,10.68,11.55,NaN,14.75
-15.94,-14.85,-13.77,-11.85,-10.87,-9.87,-8.22,-7,-5.49,-4.5,NaN,-3.37,NaN,-0.949999999999999,0.27,NaN,3.19,4.28,NaN,NaN,7.53,8.28,9.11,10.39,11.73,NaN,NaN
-15.94,-14.85,-13.8,-11.92,-10.75,-9.92,NaN,-7.2,-5.27,NaN,NaN,-3.41,NaN,-1.19,0.0300000000000011,NaN,NaN,4.17,5.72,NaN,7.4,8.22,9.68,NaN,11.6,NaN,14.71
NaN,-14.85,-13.65,-11.94,-10.34,NaN,NaN,-7.11,-5.87,-4.59,NaN,-3.25,NaN,-1.12,0.27,NaN,2.69,4.41,NaN,NaN,NaN,8.21,9.45,10.49,11.79,13.29,14.93
-15.94,NaN,-13.62,-11.89,-10.25,NaN,NaN,-7.15,-5.08,NaN,-3.83,NaN,NaN,-1.33,0.259999999999998,NaN,NaN,3.99,5.71,NaN,7.41,8.14,9.48,10.51,11.83,NaN,14.82
-15.94,-14.85,-13.86,-11.85,-10.25,NaN,NaN,-7.4,-5.43,NaN,NaN,-2.85,NaN,-1.09,0.239999999999998,NaN,NaN,4.06,5.7,NaN,7.36,8.26,9.55,NaN,11.9,13.07,14.71
-15.94,-14.85,-13.51,-11.93,-10.4,NaN,NaN,-7.08,-5.46,NaN,NaN,-3.46,-2.17,-1.12,-0.0199999999999996,NaN,2.68,3.89,5.77,NaN,7.44,8.1,9.65,10.22,11.85,NaN,14.88
-15.94,-14.85,-13.88,-12.01,-10.94,-9.53,NaN,-7.02,-5.59,NaN,NaN,-3.14,NaN,-1.14,0.140000000000001,1.8,3.25,4.19,5.25,NaN,7.5,NaN,9.49,10.45,11.99,NaN,14.82
-15.94,NaN,-13.68,NaN,-10.59,NaN,NaN,-7.02,-5.58,-4.91,NaN,-3.36,-1.59,NaN,0.16,NaN,2.78,4.23,NaN,NaN,7.44,8.41,9.56,10.74,11.71,13.06,14.92
-15.94,NaN,-13.52,-11.91,-10.89,-9.46,-8.18,-7.02,NaN,-4.6,NaN,-3.15,-2.22,-1.1,0.280000000000001,NaN,NaN,4.08,5.77,NaN,7.5,8.29,9.31,10.17,12.15,NaN,14.82
-15.94,-14.85,-13.99,-11.95,NaN,NaN,NaN,-7.19,-5.4,NaN,-4.17,-3.23,-1.69,-0.969999999999999,0.349999999999998,NaN,2.7,4.19,5.62,NaN,7.59,8.24,9.69,10.51,12.17,NaN,14.85
NaN,-14.85,-13.99,NaN,-10.45,NaN,NaN,-7,-5.37,NaN,-3.87,-3.09,NaN,-1.08,0.27,NaN,3.31,4.46,NaN,NaN,7.39,8.51,9.23,10.88,11.84,12.95,14.84
-15.94,-14.85,-13.7,-11.93,-10.41,NaN,NaN,-7.12,-5.52,NaN,NaN,NaN,NaN,-1.07,0.16,NaN,3.3,4.24,NaN,6.5,7.27,8.37,9.59,10.39,11.93,13.18,14.92
NaN,NaN,NaN,-12.01,-10.44,NaN,NaN,-7.36,-5.41,-4.62,NaN,-3.24,-1.82,-0.919999999999998,0.190000000000001,NaN,3.04,4.26,5.67,NaN,7.38,8.26,9.38,10.49,NaN,13.13,14.76
NaN,NaN,NaN,NaN,-10.62,-9.48,-8.19,-7.11,-5.36,-4.52,NaN,NaN,-2.11,-1.2,0.309999999999999,NaN,2.91,4.17,5.72,NaN,7.52,8.48,9.66,10.54,11.56,13.28,NaN
NaN,NaN,-13.75,-11.83,-10.8,NaN,NaN,-7.3,NaN,NaN,NaN,-3.04,-1.82,-1.11,0.169999999999998,NaN,NaN,4.19,5.84,NaN,7.22,8.36,9.49,10.7,11.74,NaN,14.77
-15.94,-14.85,-13.8,-11.91,-10.59,NaN,NaN,-7.06,-5.57,NaN,-3.9,NaN,NaN,-1.01,0.140000000000001,NaN,3.33,4.2,NaN,NaN,7.42,8.24,9.5,10.31,11.83,13.12,14.85
NaN,NaN,NaN,NaN,-10.99,NaN,NaN,-6.89,NaN,NaN,-3.9,-3.05,-1.6,-1.12,0.259999999999998,NaN,3.06,4.29,5.66,NaN,7.34,8.18,9.55,10.32,12.06,NaN,14.89
-15.94,-14.85,-13.61,-11.44,NaN,NaN,NaN,-6.92,-5.89,-4.48,NaN,-2.89,-2.2,-1.01,0.309999999999999,NaN,2.7,4.45,5.74,NaN,7.38,8.35,9.47,10.39,12.02,13.27,14.93
-15.94,-14.85,-13.91,NaN,-10.46,-9.48,NaN,-7.07,-5.43,NaN,NaN,-3.05,-1.71,NaN,0.300000000000001,NaN,NaN,3.96,5.68,NaN,7.6,8.17,9.46,10.41,12.21,NaN,14.71
-15.94,-14.85,-13.91,-11.89,-11.03,-9.57,NaN,-6.87,-5.79,-4.82,NaN,-3.42,-1.91,-1,0.399999999999999,NaN,3.45,4.11,NaN,NaN,7.46,8.21,9.32,10.55,11.81,NaN,14.82
-15.94,-14.85,-13.89,-11.99,-11.01,-9.49,NaN,-6.95,-5.5,-4.57,NaN,-3.43,NaN,-1.06,0.27,NaN,3.02,NaN,NaN,NaN,7.46,8.34,NaN,10.52,12.22,13.07,14.77
-15.94,NaN,-13.36,NaN,-10.86,NaN,NaN,-7.07,-5.67,-4.43,NaN,-3.23,NaN,-1.1,0.329999999999998,1.9,3.21,4.13,NaN,NaN,7.41,8.29,9.51,10.31,12.29,NaN,14.92
-15.94,-14.85,-13.71,-11.87,-10.61,NaN,NaN,-7.04,-5.78,-4.65,-3.86,-2.84,-1.75,-0.949999999999999,0.32,NaN,NaN,4.32,5.7,NaN,7.4,8.24,9.65,10.74,12.29,NaN,14.8
-15.94,NaN,-13.69,-11.84,-10.66,NaN,NaN,-6.98,-5.5,NaN,-4.16,-3.01,-1.69,-1.11,0.289999999999999,NaN,NaN,4.07,NaN,NaN,7.38,8.33,9.5,10.61,11.94,NaN,14.93
