-11.54,NaN,-8.12,NaN,-6.12,-5.3,-4.33,NaN,-2.74,-1.06,0,NaN,2.43,3.14,5.26,6.64,7.96,9.49,11.43,12.17,18.97
NaN,-9.05,-8,-6.76,NaN,-5.3,-4.42,-3.49,NaN,NaN,0.00999999999999801,NaN,2.34,3.16,5.13,7,8.12,9.37,11.21,12.17,18.97
NaN,NaN,-8.41,NaN,-6.23,NaN,-4.34,NaN,NaN,NaN,-0.0300000000000011,NaN,2.33,3.23,5.2,6.81,8.04,9.25,11.21,11.92,18.97
NaN,-9.06,-7.82,-6.71,-6.03,NaN,-4.32,-3.43,-2.74,NaN,-0.0500000000000007,NaN,2.31,3.4,5.34,6.51,7.93,9.97,11.03,NaN,NaN
NaN,NaN,-7.82,NaN,-5.98,-5.41,-4.33,-3.5,NaN,NaN,-0.0599999999999987,1.51,2.28,3.35,5.25,6.61,8.06,9.41,11.32,12.17,18.97
NaN,-9.09,-8,-6.74,NaN,-5.34,-4.37,-3.43,NaN,NaN,-0.129999999999999,NaN,NaN,3.21,5.17,6.62,8.12,9.64,NaN,12.4,NaN
-11.54,-9.09,-7.96,-6.76,NaN,-5.29,-4.4,-3.45,-2.38,NaN,-0.0700000000000003,NaN,2.29,3.49,5.05,7.09,NaN,9.72,NaN,12.4,18.97
NaN,-9.05,-8.12,-6.74,-6.13,-5.29,-4.26,-3.38,-2.51,NaN,-0.0399999999999991,1.5,2.4,3.47,5.12,6.71,NaN,9.69,11.21,12.17,NaN
-11.54,NaN,-8.12,NaN,-6.15,-5.21,-4.29,NaN,-2.6,-1.15,-0.0300000000000011,1.37,2.41,2.94,5.2,6.83,NaN,9.61,11.21,11.92,18.97
NaN,NaN,-7.96,-6.75,-5.97,-5.39,-4.3,-3.54,-2.46,NaN,-0.0599999999999987,NaN,2.4,3.02,5.1,6.85,7.78,NaN,11.03,12.4,18.97
-11.54,NaN,-7.87,NaN,-6.19,-5.3,-4.29,NaN,NaN,NaN,-0.0700000000000003,NaN,2.25,3.5,5.38,6.51,7.87,9.79,11.03,12.4,18.97
-11.54,-9.08,NaN,-6.79,-6.19,-5.23,-4.32,NaN,-2.51,NaN,-0.0899999999999999,NaN,2.28,3.39,5.22,NaN,7.85,9.63,11.03,12.4,NaN
-11.54,-9.09,-8.12,-6.84,NaN,-5.13,-4.3,-3.6,NaN,NaN,-0.0199999999999996,NaN,2.35,3.45,5.28,6.83,7.92,9.95,11.43,12,18.97
-11.54,NaN,-8.29,NaN,-6.05,NaN,-4.34,-3.32,NaN,NaN,0.0500000000000007,1.6,NaN,3.13,NaN,6.55,NaN,9.57,11.11,12.17,NaN
-11.54,NaN,-8.46,NaN,-6.12,-5.22,-4.36,NaN,-2.62,NaN,0.0199999999999996,NaN,2.25,3.4,5.13,6.61,NaN,NaN,NaN,12.4,NaN
-11.54,NaN,-8.47,-6.78,-6.12,-5.04,-4.29,-3.5,NaN,NaN,-0.00999999999999801,NaN,NaN,3.38,5.19,6.53,NaN,9.81,11.43,11.92,18.97
-11.54,-9.09,-7.87,-6.76,NaN,-5.31,NaN,-3.5,NaN,NaN,-0.0599999999999987,NaN,2.32,3.45,5.01,6.5,NaN,10,11.36,12.04,18.97
NaN,NaN,-7.82,-6.63,-6.09,-5.39,-4.33,NaN,NaN,NaN,-0.0399999999999991,NaN,2.35,3.27,NaN,6.51,NaN,9.61,11.43,11.92,18.97
-11.54,NaN,-7.8,-6.62,-6.16,-5.31,-4.21,-3.21,-2.79,NaN,-0.129999999999999,NaN,NaN,3.21,5.09,6.55,NaN,10.08,11.43,11.92,NaN
