-12.81,-12.27,-10.22,NaN,-6.92,-5.76,NaN,-3.45,-1.61,0.109999999999999,1.64,3.14,3.82,5.39,6.62,NaN,9.39,10.76,11.67,14.08
-12.93,NaN,-10.2,NaN,-7.02,NaN,-4.36,-3.02,-1.85,0.0700000000000003,NaN,2.98,NaN,5.27,6.48,8.46,NaN,10.91,11.87,13.99
-12.96,-12.03,-10.69,NaN,-6.67,-5.61,-4.66,-2.92,-1.84,0.0799999999999983,1.58,2.91,3.86,4.96,6.78,8.12,9.41,10.88,11.85,14.15
-13.04,NaN,-10.72,-8.42,-6.99,-5.71,NaN,-3.06,-1.87,0.0999999999999979,1.75,NaN,3.8,5.17,6.7,NaN,NaN,10.99,NaN,14.15
-12.86,NaN,-10.68,NaN,-6.93,-5.66,-4.48,-2.84,NaN,0.0999999999999979,1.85,3,3.9,4.71,6.72,NaN,NaN,10.9,NaN,14.03
-13.04,-12.2,-10.7,-8.55,-6.65,-5.66,NaN,-2.67,-1.94,0.129999999999999,1.65,3.09,3.9,4.9,6.82,NaN,9.45,11.12,NaN,14.08
NaN,-12.4,NaN,NaN,-6.82,-5.86,-4.73,-3.08,-1.87,0,1.74,2.97,3.89,5.08,7.08,8.18,9.41,11.15,NaN,13.92
-13.05,-12.11,-10.72,NaN,-6.9,-5.87,-4.25,-2.84,-1.9,0.0799999999999983,NaN,2.95,3.92,4.78,6.74,8.13,9.34,10.95,NaN,NaN
-12.82,-12.3,-10.71,-8.47,-6.88,-5.52,NaN,-2.88,NaN,0.0500000000000007,1.81,2.91,4.04,4.93,6.65,8.22,9.2,10.83,11.66,13.92
-12.9,-12.39,-10.66,-8.47,-6.93,-5.79,-4.59,-3.15,-1.85,0.0199999999999996,NaN,2.79,NaN,4.54,6.7,NaN,9.2,10.75,NaN,13.99
-13.07,-12.2,-10.72,NaN,-6.94,NaN,NaN,NaN,NaN,0.169999999999998,NaN,NaN,3.8,5.13,6.8,8.03,9.49,10.92,11.88,14.03
NaN,-12.31,-10.7,NaN,-6.6,NaN,NaN,-3.21,-1.84,-0.0399999999999991,NaN,3,NaN,5.13,6.77,8.31,NaN,10.89,NaN,14.15
-13.09,-12.37,-10.63,NaN,-6.64,-5.73,-4.36,NaN,-1.84,-0.109999999999999,1.2,2.98,3.98,5.11,6.78,7.93,9.36,10.91,NaN,NaN
-12.81,NaN,NaN,-8.39,-6.54,-5.52,NaN,-2.71,-1.86,0.16,1.42,3.01,3.93,4.84,6.82,NaN,9.28,10.57,11.81,14.03
-12.75,NaN,-10.68,-8.48,-6.83,-5.78,NaN,-2.89,-2.09,0.0500000000000007,1.67,NaN,3.83,4.96,6.81,8.26,9.26,10.89,11.81,14.15
-12.75,NaN,-10.72,NaN,-7.22,-5.65,NaN,-2.49,NaN,0.199999999999999,1.39,3.08,3.82,4.96,6.7,NaN,9.45,NaN,11.35,14.08
NaN,-12.24,NaN,NaN,-6.84,-5.83,NaN,-3.08,-1.88,0.120000000000001,NaN,3.17,3.79,4.88,6.78,8.43,NaN,10.87,11.85,NaN
NaN,-12.19,-10.68,NaN,-7.09,-5.81,-4.76,-3,-2.01,0.120000000000001,1.64,NaN,3.87,4.91,6.71,7.97,NaN,10.91,NaN,14.08
-13.04,-12.17,NaN,NaN,-7.04,-5.71,NaN,NaN,-1.78,0.129999999999999,1.42,NaN,NaN,5.02,6.62,NaN,9.1,NaN,11.55,NaN
