NaN,NaN,-6.37,-5.35,NaN,-4.22,NaN,-2.35,-0.98,0.41,1.62,3.08,NaN,5.82,7.83,NaN,17.37
-8.66,-7.87,-6.37,-5.5,-4.48,NaN,-2.93,-2.24,-0.969999999999999,0.129999999999999,1.81,NaN,NaN,5.82,7.83,NaN,17.37
NaN,-7.86,-6.36,-5.5,NaN,-4.25,-3.09,NaN,NaN,0.120000000000001,1.71,NaN,NaN,NaN,7.83,12.23,17.37
NaN,NaN,-6.35,-5.5,NaN,-4.19,NaN,NaN,NaN,-0.0700000000000003,1.76,3.26,NaN,5.82,7.83,NaN,17.37
NaN,-7.86,-6.36,-5.51,-4.45,-3.83,-2.89,NaN,NaN,0.0899999999999999,1.57,NaN,3.91,5.82,NaN,12.23,NaN
NaN,-7.86,-6.37,-5.39,-4.68,-3.94,-2.86,NaN,NaN,-0.0899999999999999,1.75,3.24,NaN,5.82,NaN,NaN,NaN
-8.67,NaN,-6.36,-5.48,NaN,-4.17,-3.09,NaN,NaN,0.0399999999999991,1.72,NaN,4.19,NaN,7.83,12.23,17.37
-8.67,-7.91,NaN,-5.51,NaN,NaN,-3.37,NaN,NaN,0.219999999999999,1.5,3.17,NaN,5.82,7.83,NaN,17.37
-8.67,NaN,-6.37,-5.44,NaN,-3.77,NaN,-2.08,NaN,0.109999999999999,NaN,3.3,NaN,NaN,7.83,12.23,17.37
-8.66,-7.87,NaN,NaN,NaN,-4.02,NaN,NaN,-0.969999999999999,0.25,1.71,NaN,NaN,5.82,7.83,12.23,17.37
-8.67,NaN,-6.37,-5.52,-4.32,NaN,-2.9,NaN,NaN,0.309999999999999,1.68,3.08,NaN,NaN,7.83,12.23,17.37
-8.67,NaN,NaN,-5.46,NaN,NaN,-3.16,NaN,-1.04,0.0799999999999983,1.65,3.07,4.22,NaN,7.83,NaN,17.37
-8.67,NaN,-6.37,NaN,NaN,-4.14,NaN,-2.53,-1.01,0.0300000000000011,1.57,3.05,3.89,5.82,7.83,NaN,17.37
-8.66,-7.87,NaN,-5.46,-4.4,NaN,NaN,NaN,NaN,0.199999999999999,1.72,3.16,NaN,5.82,7.83,NaN,17.37
-8.66,-7.87,-6.37,-5.44,-4.36,NaN,NaN,-2.15,NaN,0.18,1.52,2.88,NaN,5.82,7.83,12.23,17.37
-8.66,-7.87,-6.37,NaN,-4.67,-3.95,-2.8,NaN,-1.11,0.00999999999999801,1.7,NaN,3.96,NaN,NaN,12.23,NaN
-8.66,-7.87,-6.36,-5.52,-4.47,NaN,NaN,NaN,NaN,0.109999999999999,1.76,3.31,3.89,5.82,NaN,NaN,NaN
-8.66,-7.87,NaN,-5.5,-4.5,-3.86,NaN,NaN,NaN,0.23,1.66,NaN,NaN,5.82,7.83,12.23,17.37
NaN,NaN,NaN,NaN,-4.79,NaN,NaN,NaN,NaN,0.18,1.68,NaN,NaN,5.82,NaN,12.23,NaN
NaN,-7.86,-6.36,-5.52,-4.73,NaN,-3.3,NaN,-1.25,0.300000000000001,1.82,NaN,NaN,5.82,7.83,NaN,17.37
-8.66,-7.87,-6.36,-5.51,NaN,-3.93,NaN,NaN,NaN,0.0300000000000011,1.67,3.01,4.25,5.82,7.83,NaN,17.37
-8.67,-7.88,-6.36,-5.5,-4.48,NaN,-3,NaN,NaN,-0.0300000000000011,1.61,3.17,3.88,5.82,7.83,NaN,17.37
NaN,NaN,-6.37,-5.47,NaN,-4.12,-3.19,NaN,NaN,0.00999999999999801,1.65,3.31,NaN,NaN,7.83,12.23,17.37
NaN,-7.86,-6.37,-5.5,NaN,-4.13,-3.04,NaN,-0.949999999999999,0.199999999999999,1.69,NaN,NaN,5.82,7.83,12.23,17.37
-8.67,NaN,-6.36,-5.47,-4.81,-3.67,-3.37,NaN,NaN,0.0999999999999979,NaN,NaN,NaN,5.82,7.83,12.23,17.37
-8.66,-7.87,NaN,-5.46,-4.68,NaN,-3.19,NaN,-1.23,-0.0899999999999999,1.75,NaN,NaN,NaN,7.83,NaN,17.37
-8.67,NaN,-6.36,-5.5,NaN,-4.11,NaN,NaN,NaN,0.259999999999998,1.62,3.18,NaN,5.82,NaN,12.23,NaN
NaN,-7.86,NaN,-5.51,NaN,-3.94,NaN,NaN,NaN,0.169999999999998,1.48,NaN,NaN,NaN,NaN,NaN,NaN
-8.66,-7.87,-6.37,-5.46,NaN,NaN,-3.01,NaN,NaN,0.16,1.8,3.24,NaN,5.82,7.83,12.23,17.37
NaN,NaN,NaN,-5.47,NaN,-4.13,NaN,NaN,NaN,0.140000000000001,1.76,NaN,3.81,NaN,7.83,12.23,17.37
-8.67,NaN,-6.36,-5.5,NaN,-3.84,NaN,NaN,NaN,-0.0599999999999987,NaN,3.28,NaN,5.82,7.83,NaN,17.37
-8.66,-7.87,-6.37,-5.48,-4.62,NaN,-3.01,NaN,NaN,0.25,1.76,3.19,NaN,NaN,7.83,NaN,17.37
-8.66,-7.87,-6.36,-5.51,-4.73,NaN,NaN,NaN,NaN,0.109999999999999,1.53,2.99,3.83,5.82,7.83,NaN,17.37
-8.67,NaN,-6.37,NaN,NaN,NaN,NaN,NaN,NaN,-0.0599999999999987,1.74,NaN,3.85,5.82,7.83,NaN,17.37
-8.66,-7.87,NaN,NaN,-4.78,NaN,NaN,NaN,NaN,0.18,1.92,3.33,NaN,NaN,7.83,12.23,17.37
-8.67,-7.88,-6.36,-5.5,NaN,NaN,-3.18,NaN,NaN,0.25,1.56,3.23,NaN,NaN,7.83,12.23,17.37
-8.66,-7.87,NaN,-5.5,-4.75,NaN,-3.1,NaN,-0.93,0.109999999999999,1.68,NaN,NaN,NaN,7.83,12.23,17.37
-8.67,NaN,-6.37,-5.46,NaN,-3.75,NaN,NaN,NaN,0.109999999999999,1.65,3.16,NaN,NaN,NaN,12.23,NaN
-8.67,NaN,-6.35,-5.53,NaN,NaN,-3.11,NaN,-0.879999999999999,0.18,1.64,3.22,NaN,5.82,7.83,12.23,17.37
-8.66,-7.87,NaN,-5.5,-4.49,NaN,-3.18,NaN,-1.1,0.349999999999998,1.77,3.25,NaN,NaN,NaN,NaN,NaN
-8.66,-7.87,-6.37,NaN,-4.5,NaN,NaN,NaN,NaN,-0.0700000000000003,1.64,NaN,3.81,NaN,NaN,12.23,NaN
-8.67,NaN,-6.35,-5.5,-4.65,-3.75,NaN,-2.61,NaN,0.140000000000001,1.43,3.24,3.8,5.82,NaN,12.23,NaN
NaN,-7.86,NaN,-5.47,NaN,-4.25,-3.36,-2.23,NaN,0.239999999999998,1.72,3.17,NaN,5.82,7.83,12.23,17.37
-8.67,NaN,-6.37,-5.52,NaN,NaN,NaN,NaN,NaN,0.349999999999998,2,3.03,NaN,NaN,NaN,NaN,NaN
-8.66,-7.87,-6.36,-5.52,NaN,NaN,NaN,NaN,NaN,0.149999999999999,1.57,3.39,NaN,NaN,7.83,NaN,17.37
NaN,NaN,NaN,-5.5,NaN,NaN,NaN,NaN,-0.93,0.210000000000001,NaN,3.23,NaN,NaN,7.83,12.23,17.37
