bids_name	aor	aqi	dummy_trs	dvars_nstd	dvars_std	dvars_vstd	efc	fber	fd_mean	fd_num	fd_perc	fwhm_avg	fwhm_x	fwhm_y	fwhm_z	gcor	gsr_x	gsr_y	size_t	size_x	size_y	size_z	snr	spacing_tr	spacing_x	spacing_y	spacing_z	summary_bg_k	summary_bg_mad	summary_bg_mean	summary_bg_median	summary_bg_n	summary_bg_p05	summary_bg_p95	summary_bg_stdv	summary_fg_k	summary_fg_mad	summary_fg_mean	summary_fg_median	summary_fg_n	summary_fg_p05	summary_fg_p95	summary_fg_stdv	tsnr
sub-28754_ses-1_task-rest_run-1_bold	0.00520796052631579	0.021001078947368423	0	40.675865186158966	1.2016299809933773	1.1886639250331124	0.578709472499873	884.343017578125	0.18623341954573677	45	29.605263157894736	2.1233144444444445	2.034476666666667	2.338976666666667	1.9964899999999999	0.0144227	-0.005667970050126314	0.045890968292951584	152	64	64	43	4.979435946557237	2.0	3.0	3.0	3.0	40.09860900368555	16.73779709280101	68.11376184421017	38.0	121895.0	2.0	222.0	105.88893744473168	3.521852296215357	162.77405057529856	1111.0495086017738	1144.0	54233.0	663.0	1406.0	229.7427791311286	40.822890606475994
sub-28760_ses-1_task-rest_run-1_bold	0.0009105921052631579	0.013675039539473683	0	32.093154300794716	1.0830215549006623	1.018983850331126	0.5772434496837946	818.090087890625	0.05345297357246645	3	1.9736842105263157	2.5197188888888893	2.4335166666666668	2.81523	2.31041	0.00478149	-0.009226198308169842	0.06358448415994644	152	64	64	43	4.171816150696803	2.0	3.0	3.0	3.0	39.5049197666472	14.09447429359883	64.61644116273162	36.0	122023.0	0.0	210.0	101.73750157565617	2.1597593221310305	182.01874135957507	983.8860364106829	1025.0	54105.0	469.0	1301.0	245.69407917525191	46.16859836014919
sub-28784_ses-1_task-rest_run-1_bold	0.021910328947368423	0.049846313157894735	0	55.76051944410596	1.1374862759602655	1.1017196320529798	0.5643469760424066	757.1821899414062	0.8287765869971085	108	71.05263157894737	2.4060922222222225	2.33387	2.4902	2.394206666666667	0.085117	-0.004089090973138809	0.029964396730065346	152	64	64	43	4.567044907823735	2.0	3.0	3.0	3.0	31.331250939633037	16.33788688478777	64.19258212757852	39.0	125993.0	6.0	200.0	86.93852628987062	2.8522127784647573	172.82070760089462	1023.1641168844121	1063.0	50135.0	532.0	1313.0	232.75212309602216	22.19582270976389
sub-28785_ses-1_task-rest_run-1_bold	0.0049411842105263155	0.024374648684210524	0	40.92862567576161	1.1249212091390726	1.03261085205298	0.5927909973046127	426.1310729980469	0.17765782029846408	46	30.263157894736842	2.3572865995993486	2.3030166666666667	2.5317064654647137	2.2371366666666668	0.0056661	-0.0040878066793084145	0.03419734537601471	152	64	64	43	4.06510755681504	2.0	3.0	3.000000238418579	3.0	21.40541991376993	29.82761360179031	96.54223359613428	54.0	125824.0	9.0	353.0	126.5629892086068	2.2493117885152802	189.80235776130047	1066.4474196882952	1118.0	50304.0	442.0	1402.0	275.0207397671702	34.6496585883433
sub-28786_ses-1_task-rest_run-1_bold	0.002377697368421052	0.03047773815789474	0	40.47765475423841	1.019943918476821	0.9796660493377485	0.571017042728109	506.3882751464844	0.46452981462885123	129	84.86842105263158	2.607795627225246	2.61656	2.705440215009071	2.5013866666666664	0.0168233	0.016235608607530594	0.0354074127972126	152	64	64	43	4.326012723906322	2.0	3.0	2.999999761581421	3.0	33.17166750759708	25.574888269221635	86.01277041763967	46.0	129753.0	1.0	303.0	138.65616483218162	2.6879414574868274	163.7397690125478	994.1703288409703	1036.0	46375.0	469.0	1288.0	239.4789142443812	32.299639421049505
sub-28787_ses-1_task-rest_run-1_bold	0.00149125	0.01610719934210526	0	38.29157249516557	1.1337832733112576	1.0494259798675494	0.5874234466195949	586.4996337890625	0.08140484892194387	1	0.6578947368421053	2.377151111111111	2.3356166666666667	2.55439	2.2414466666666666	0.00379068	-0.010466109961271286	0.05520196259021759	152	64	64	43	4.094760037586451	2.0	3.0	3.0	3.0	41.521422939915425	22.414605337101616	84.08732007890956	46.0	123179.0	1.0	289.0	119.43240180870909	2.6400188683273544	184.14500505148342	1079.349052862188	1125.0	52949.0	459.0	1426.0	274.73877985359144	40.9730117127765
sub-28788_ses-1_task-rest_run-1_bold	0.001706184210526316	0.019080642105263158	0	39.7506551929139	1.1247827564900663	1.0002867892715235	0.6023755789948422	665.7151489257812	0.19575021883012214	46	30.263157894736842	2.2231	2.15103	2.4802166666666667	2.0380533333333335	0.00531692	0.0039566694758832455	0.05382360517978668	152	64	64	43	4.406181551301688	2.0	3.0	3.0	3.0	31.665918156210033	20.161439528117064	81.09378723547083	42.0	119174.0	5.0	270.0	118.46773302468198	2.6559747725423835	178.27314376262783	1066.3983390104295	1094.0	56954.0	549.0	1402.0	248.285365225732	40.26516689598793
sub-28789_ses-1_task-rest_run-1_bold	0.0013599999999999999	0.02044029802631579	0	40.44309813139072	1.0396993896688744	0.9912286946357616	0.6300206563511376	292.2924499511719	0.12675968587544836	19	12.5	2.25903993340325	2.16016	2.5139431335430835	2.1030166666666665	0.00725065	-0.00631697429344058	0.0774715468287468	152	64	64	43	4.034911174487023	2.0	3.0	3.000000238418579	3.0	17.758862464534985	40.0692727708337	126.65734161982164	65.0	121322.0	5.0	491.0	176.79241221378084	2.2483234246525683	182.2429777058554	1083.2743495237748	1106.0	54806.0	533.0	1490.0	274.10514432414146	33.934378021920566
sub-28790_ses-1_task-rest_run-1_bold	0.004586249999999999	0.028444692105263153	0	40.07430004602649	1.0559830555629142	1.0563845776158947	0.5485280408207801	763.302734375	0.30731825081601083	67	44.078947368421055	2.4418688888888886	2.3510733333333333	2.651193333333333	2.32334	0.0225964	-0.00018441653810441494	0.03268442675471306	152	64	64	43	3.9235672829998864	2.0	3.0	3.0	3.0	31.62781731842047	14.504140547246994	57.21853637981084	36.0	128148.0	3.0	166.0	70.73879084595164	1.8495045153164869	169.51417164726948	946.9635056273447	1007.0	47980.0	344.0	1249.0	256.651519741387	32.67649634741247
sub-28791_ses-1_task-rest_run-1_bold	0.001360328947368421	0.017037754605263158	0	35.43616282245034	1.080525664172186	1.0342243222516552	0.5973771347113496	576.7056274414062	0.10497862129753119	10	6.578947368421052	2.1928844444444446	2.20372	2.3351366666666666	2.0397966666666667	0.00422194	0.00021027478214818984	0.049041468650102615	152	64	64	43	4.295381954452204	2.0	3.0	3.0	3.0	33.7624664091689	21.575763566374754	84.05451641203052	45.0	120826.0	2.0	300.0	130.11835079706177	2.621324825888152	182.75999722339884	1059.9515749882464	1091.0	55302.0	519.0	1394.0	253.99141391959378	40.95065655745566
sub-28792_ses-1_task-rest_run-1_bold	0.001775328947368421	0.01302428802631579	0	34.62150991821191	1.1466157147019873	1.0168391887417214	0.5701718641998778	809.2979125976562	0.07785672716243039	5	3.289473684210526	2.2203133333333334	2.1989566666666667	2.3741133333333333	2.08787	0.0163969	-0.001839541713707149	0.03567567095160484	152	64	64	43	4.27000991579862	2.0	3.0	3.0	3.0	32.80657778443452	18.873915804720273	75.58047993320434	42.0	124559.0	11.0	250.0	107.40824067347558	2.537242421687412	208.5104830026919	1156.2481723516066	1197.0	51569.0	543.0	1512.0	280.32449988120726	46.990399583242834
sub-28793_ses-1_task-rest_run-1_bold	0.0060165131578947375	0.03031183486842105	0	42.9878641344371	1.1123470062251652	1.0326979041721855	0.5551622275131193	734.2000122070312	0.32931374999901947	54	35.526315789473685	2.3516988206602965	2.2832266666666667	2.575543128647556	2.1963266666666668	0.0313414	-0.004057214129716158	0.04085724800825119	152	64	64	43	4.556949820862971	2.0	3.0	3.000000238418579	3.0	27.861792679244033	18.064339343058876	72.65039540176677	41.0	129615.0	4.0	256.0	103.21694987875614	3.004768035631068	170.118831560847	1073.416077225722	1118.0	46513.0	536.0	1364.0	245.33690862064844	33.21732190717012
